Station_name,Latitude,Longitude,Year,heat_event_group,Start_date,End_date,Duration,Intensity,Frequency,geometry
ALTURAS MUNI AP,41.4836,-120.5614,2017,127,2017-02-13,2017-02-14,2,3.1500000000000057,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2017,128,2017-03-11,2017-03-13,3,1.610000000000003,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2017,129,2017-05-01,2017-05-04,4,1.5400000000000027,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2017,130,2017-05-21,2017-05-23,3,2.3100000000000023,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2017,131,2017-06-18,2017-06-19,2,1.6100000000000065,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2017,132,2017-08-26,2017-08-27,2,0.4200000000000017,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2017,133,2017-11-21,2017-11-22,2,2.3100000000000023,7,POINT (-120.5614 41.4836)
ARCATA EUREKA AP,40.9783,-124.1047,2017,244,2017-01-07,2017-01-08,2,0.7700000000000014,5,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2017,245,2017-02-01,2017-02-02,2,1.120000000000001,5,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2017,246,2017-07-19,2017-07-20,2,0.7699999999999996,5,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2017,247,2017-08-26,2017-08-27,2,1.8900000000000041,5,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2017,248,2017-09-01,2017-09-02,2,3.0800000000000054,5,POINT (-124.1047 40.9783)
AUBURN MUNI AP,38.9547,-121.0819,2017,410,2017-01-28,2017-01-30,3,1.0500000000000007,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2017,411,2017-03-08,2017-03-09,2,0.7000000000000028,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2017,412,2017-03-13,2017-03-14,2,0.7000000000000028,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2017,413,2017-04-01,2017-04-02,2,0.7000000000000028,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2017,414,2017-04-29,2017-05-03,5,1.0500000000000007,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2017,415,2017-05-20,2017-05-23,4,0.7000000000000028,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2017,416,2017-06-18,2017-06-19,2,0.3500000000000014,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2017,417,2017-08-01,2017-08-02,2,0.3500000000000014,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2017,418,2017-08-26,2017-08-27,2,0.3500000000000014,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2017,419,2017-11-21,2017-11-22,2,1.4000000000000021,10,POINT (-121.0819 38.9547)
BEALE AFB,39.1333,-121.4333,2017,577,2017-03-08,2017-03-09,2,1.3300000000000018,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2017,578,2017-03-11,2017-03-14,4,0.28000000000000114,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2017,579,2017-04-01,2017-04-02,2,0.7699999999999996,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2017,580,2017-04-29,2017-05-04,6,0.28000000000000114,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2017,581,2017-05-20,2017-05-23,4,0.7000000000000028,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2017,582,2017-06-15,2017-06-16,2,1.8900000000000006,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2017,583,2017-10-23,2017-10-24,2,1.0500000000000007,7,POINT (-121.4333 39.1333)
BLUE CANYON NYACK AP,39.2761,-120.7092,2017,749,2017-01-29,2017-01-30,2,1.1900000000000013,11,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2017,750,2017-03-12,2017-03-13,2,0.7700000000000031,11,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2017,751,2017-04-01,2017-04-02,2,2.730000000000004,11,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2017,752,2017-05-01,2017-05-03,3,0.7699999999999996,11,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2017,753,2017-05-21,2017-05-23,3,0.4200000000000017,11,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2017,754,2017-06-16,2017-06-18,3,3.0800000000000054,11,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2017,755,2017-07-31,2017-08-01,2,1.9600000000000044,11,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2017,756,2017-08-26,2017-08-27,2,1.1900000000000048,11,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2017,757,2017-10-23,2017-10-24,2,1.120000000000001,11,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2017,758,2017-11-21,2017-11-22,2,1.5400000000000027,11,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2017,759,2017-12-11,2017-12-13,3,0.7700000000000031,11,POINT (-120.7092 39.2761)
BODEGA 6 WSW,38.3208,-123.0747,2017,912,2017-06-19,2017-06-20,2,0.2099999999999973,3,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2017,913,2017-08-19,2017-08-20,2,0.7699999999999996,3,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2017,914,2017-11-21,2017-11-22,2,1.8200000000000038,3,POINT (-123.0747 38.3208)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2017,1079,2017-01-30,2017-01-31,2,0.07000000000000028,8,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2017,1080,2017-02-11,2017-02-12,2,1.4000000000000021,8,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2017,1081,2017-03-08,2017-03-10,3,0.7000000000000028,8,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2017,1082,2017-04-20,2017-04-21,2,3.1500000000000057,8,POINT (-121.85 39.8)
