Station_name,Latitude,Longitude,Year,heat_event_group,Start_date,End_date,Duration,Intensity,Frequency,geometry
ALTURAS MUNI AP,41.4836,-120.5614,2023,181,2023-03-12,2023-03-13,2,1.9600000000000026,4,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2023,182,2023-04-05,2023-04-06,2,3.5000000000000053,4,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2023,183,2023-04-25,2023-04-28,4,0.9100000000000001,4,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2023,184,2023-05-16,2023-05-19,4,1.610000000000003,4,POINT (-120.5614 41.4836)
ARCATA EUREKA AP,40.9783,-124.1047,2023,276,2023-04-09,2023-04-10,2,1.120000000000001,2,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2023,277,2023-04-26,2023-04-27,2,1.5400000000000027,2,POINT (-124.1047 40.9783)
AUBURN MUNI AP,38.9547,-121.0819,2023,467,2023-03-17,2023-03-18,2,1.4000000000000021,3,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2023,468,2023-04-08,2023-04-10,3,2.1000000000000014,3,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2023,469,2023-04-25,2023-04-28,4,0.7000000000000028,3,POINT (-121.0819 38.9547)
BEALE AFB,39.1333,-121.4333,2023,629,2023-04-08,2023-04-10,3,1.4000000000000021,3,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2023,630,2023-04-21,2023-04-22,2,0.21000000000000085,3,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2023,631,2023-04-25,2023-04-28,4,0.21000000000000085,3,POINT (-121.4333 39.1333)
BLUE CANYON NYACK AP,39.2761,-120.7092,2023,801,2023-04-05,2023-04-06,2,1.5400000000000027,3,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2023,802,2023-04-08,2023-04-09,2,5.1100000000000065,3,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2023,803,2023-04-25,2023-04-27,3,1.9600000000000044,3,POINT (-120.7092 39.2761)
BODEGA 6 WSW,38.3208,-123.0747,2023,953,2023-03-11,2023-03-13,3,1.120000000000001,3,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2023,954,2023-04-08,2023-04-10,3,0.41999999999999815,3,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2023,955,2023-04-26,2023-04-27,2,0.7700000000000031,3,POINT (-123.0747 38.3208)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2023,1116,2023-04-08,2023-04-09,2,5.6000000000000085,3,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2023,1117,2023-04-21,2023-04-22,2,0.7000000000000028,3,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2023,1118,2023-04-25,2023-04-27,3,2.1000000000000014,3,POINT (-121.85 39.8)
CHINA LAKE NAF,35.6864,-117.6908,2023,1259,2023-01-23,2023-01-24,2,1.1900000000000013,5,POINT (-117.6908 35.6864)
CHINA LAKE NAF,35.6864,-117.6908,2023,1260,2023-03-11,2023-03-12,2,0.7699999999999996,5,POINT (-117.6908 35.6864)
