Station_name,Latitude,Longitude,Year,heat_event_group,Start_date,End_date,Duration,Intensity,Frequency,geometry
ALTURAS MUNI AP,41.4836,-120.5614,2022,167,2022-01-05,2022-01-06,2,1.5400000000000027,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,168,2022-01-11,2022-01-12,2,3.5000000000000053,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,169,2022-02-06,2022-02-07,2,1.1900000000000013,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,170,2022-02-09,2022-02-11,3,0.7700000000000031,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,171,2022-03-22,2022-03-23,2,1.610000000000003,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,172,2022-04-24,2022-04-25,2,1.8900000000000006,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,173,2022-06-09,2022-06-10,2,1.610000000000003,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,174,2022-06-25,2022-06-27,3,0.21000000000000085,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,175,2022-07-11,2022-07-12,2,1.4000000000000057,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,176,2022-07-25,2022-07-26,2,0.4199999999999946,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,177,2022-07-28,2022-07-29,2,0.4200000000000017,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,178,2022-09-01,2022-09-02,2,0.7700000000000031,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,179,2022-09-05,2022-09-06,2,0.769999999999996,14,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2022,180,2022-12-24,2022-12-25,2,4.270000000000007,14,POINT (-120.5614 41.4836)
ARCATA EUREKA AP,40.9783,-124.1047,2022,273,2022-02-09,2022-02-10,2,1.5400000000000027,3,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2022,274,2022-11-19,2022-11-20,2,0.9100000000000001,3,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2022,275,2022-12-21,2022-12-24,4,2.3800000000000043,3,POINT (-124.1047 40.9783)
AUBURN MUNI AP,38.9547,-121.0819,2022,459,2022-01-09,2022-01-10,2,1.4000000000000021,8,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2022,460,2022-03-21,2022-03-23,3,0.7000000000000028,8,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2022,461,2022-04-24,2022-04-25,2,0.7000000000000028,8,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2022,462,2022-05-14,2022-05-15,2,0.7000000000000028,8,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2022,463,2022-06-09,2022-06-10,2,1.75,8,POINT (-121.0819 38.9547)
