Station_name,Latitude,Longitude,Year,heat_event_group,Start_date,End_date,Duration,Intensity,Frequency,geometry
ALTURAS MUNI AP,41.4836,-120.5614,2015,111,2015-01-05,2015-01-06,2,3.0800000000000036,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2015,112,2015-01-24,2015-01-25,2,2.6600000000000037,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2015,113,2015-05-26,2015-05-29,4,1.9600000000000009,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2015,114,2015-06-07,2015-06-08,2,0.7700000000000031,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2015,115,2015-06-24,2015-06-25,2,2.730000000000011,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2015,116,2015-07-29,2015-08-01,4,0.7700000000000031,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2015,117,2015-09-09,2015-09-11,3,0.7700000000000031,7,POINT (-120.5614 41.4836)
ARCATA EUREKA AP,40.9783,-124.1047,2015,237,2015-01-06,2015-01-07,2,2.3800000000000026,3,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2015,238,2015-03-11,2015-03-14,4,0.7699999999999996,3,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2015,239,2015-08-27,2015-08-28,2,1.5400000000000027,3,POINT (-124.1047 40.9783)
AUBURN MUNI AP,38.9547,-121.0819,2015,390,2015-01-06,2015-01-07,2,0.3500000000000014,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2015,391,2015-03-06,2015-03-09,4,0.3500000000000014,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2015,392,2015-03-13,2015-03-14,2,2.8000000000000043,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2015,393,2015-04-16,2015-04-19,4,1.0500000000000007,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2015,394,2015-04-30,2015-05-01,2,0.7000000000000028,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2015,395,2015-05-27,2015-05-30,4,1.7500000000000036,10,POINT (-121.0819 38.9547)
