Station_name,Latitude,Longitude,Year,heat_event_group,Start_date,End_date,Duration,Intensity,Frequency,geometry
ALTURAS MUNI AP,41.4836,-120.5614,2008,40,2008-02-10,2008-02-12,3,2.3800000000000034,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2008,41,2008-02-26,2008-02-27,2,1.3300000000000018,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2008,42,2008-03-09,2008-03-10,2,1.610000000000003,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2008,43,2008-04-11,2008-04-13,3,0.6999999999999993,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2008,44,2008-05-15,2008-05-17,3,0.7700000000000031,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2008,45,2008-06-08,2008-06-09,2,0.41999999999999815,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2008,46,2008-06-12,2008-06-13,2,3.500000000000007,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2008,47,2008-06-27,2008-06-28,2,2.520000000000003,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2008,48,2008-08-13,2008-08-14,2,2.030000000000001,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2008,49,2008-11-15,2008-11-17,3,0.28000000000000114,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2008,50,2008-12-28,2008-12-29,2,0.20999999999999996,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2008,51,2008-12-31,2008-12-31,1,0.14000000000000057,12,POINT (-120.5614 41.4836)
ARCATA EUREKA AP,40.9783,-124.1047,2008,204,2008-04-10,2008-04-11,2,7.000000000000011,5,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2008,205,2008-05-14,2008-05-15,2,6.2300000000000075,5,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2008,206,2008-07-26,2008-07-27,2,0.07000000000000028,5,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2008,207,2008-08-27,2008-08-28,2,5.040000000000006,5,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2008,208,2008-12-28,2008-12-29,2,0.490000000000002,5,POINT (-124.1047 40.9783)
AUBURN MUNI AP,38.9547,-121.0819,2008,327,2008-02-09,2008-02-10,2,1.0500000000000007,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2008,328,2008-02-27,2008-02-29,3,0.3500000000000014,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2008,329,2008-04-10,2008-04-13,4,1.0500000000000007,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2008,330,2008-05-13,2008-05-15,3,3.500000000000007,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2008,331,2008-06-08,2008-06-09,2,1.4000000000000021,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2008,332,2008-06-20,2008-06-21,2,0.7000000000000028,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2008,333,2008-07-06,2008-07-08,3,0.7000000000000028,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2008,334,2008-08-12,2008-08-14,3,0.3500000000000014,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2008,335,2008-09-27,2008-09-28,2,0.7000000000000028,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2008,336,2008-12-28,2008-12-29,2,2.100000000000003,10,POINT (-121.0819 38.9547)
BEALE AFB,39.1333,-121.4333,2008,500,2008-02-09,2008-02-12,4,0.8399999999999999,12,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2008,501,2008-02-27,2008-02-29,3,0.3500000000000014,12,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2008,502,2008-03-22,2008-03-23,2,1.4000000000000021,12,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2008,503,2008-04-10,2008-04-11,2,3.500000000000007,12,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2008,504,2008-05-13,2008-05-16,4,0.5600000000000023,12,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2008,505,2008-06-08,2008-06-09,2,1.6800000000000068,12,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2008,506,2008-06-20,2008-06-21,2,0.4200000000000017,12,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2008,507,2008-07-06,2008-07-08,3,0.28000000000000114,12,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2008,508,2008-08-12,2008-08-14,3,0.5600000000000023,12,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2008,509,2008-09-26,2008-09-27,2,1.5400000000000063,12,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2008,510,2008-11-13,2008-11-14,2,1.4000000000000021,12,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2008,511,2008-12-28,2008-12-29,2,2.030000000000003,12,POINT (-121.4333 39.1333)
BLUE CANYON NYACK AP,39.2761,-120.7092,2008,672,2008-02-08,2008-02-09,2,1.5400000000000027,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2008,673,2008-04-10,2008-04-11,2,2.310000000000004,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2008,674,2008-04-26,2008-04-27,2,0.8400000000000034,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2008,675,2008-05-13,2008-05-17,5,0.7700000000000031,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2008,676,2008-06-07,2008-06-09,3,0.7700000000000031,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2008,677,2008-06-17,2008-06-19,3,1.4700000000000024,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2008,678,2008-07-07,2008-07-09,3,0.07000000000000028,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2008,679,2008-08-12,2008-08-15,4,0.7700000000000031,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2008,680,2008-11-14,2008-11-16,3,0.41999999999999815,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2008,681,2008-12-28,2008-12-30,3,3.0800000000000036,10,POINT (-120.7092 39.2761)
BODEGA 6 WSW,38.3208,-123.0747,2008,857,2008-02-08,2008-02-09,2,1.5400000000000027,10,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2008,858,2008-03-09,2008-03-10,2,0.41999999999999815,10,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2008,859,2008-03-22,2008-03-23,2,0.28000000000000114,10,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2008,860,2008-04-10,2008-04-13,4,0.28000000000000114,10,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2008,861,2008-05-13,2008-05-16,4,0.9800000000000004,10,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2008,862,2008-06-07,2008-06-09,3,2.030000000000001,10,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2008,863,2008-08-17,2008-08-18,2,0.28000000000000114,10,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2008,864,2008-08-27,2008-08-28,2,0.9100000000000001,10,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2008,865,2008-11-14,2008-11-16,3,1.120000000000001,10,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2008,866,2008-12-28,2008-12-29,2,0.4900000000000002,10,POINT (-123.0747 38.3208)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1005,2008-02-08,2008-02-09,2,1.5400000000000027,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1006,2008-03-09,2008-03-10,2,0.41999999999999815,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1007,2008-03-22,2008-03-23,2,0.28000000000000114,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1008,2008-04-10,2008-04-13,4,0.28000000000000114,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1009,2008-05-13,2008-05-16,4,0.9800000000000004,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1010,2008-06-07,2008-06-09,3,2.030000000000001,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1011,2008-06-18,2008-06-20,3,1.75,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1012,2008-07-06,2008-07-08,3,0.8399999999999999,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1013,2008-07-25,2008-07-26,2,0.9100000000000001,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1014,2008-08-13,2008-08-15,3,0.21000000000000085,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1015,2008-09-24,2008-09-25,2,0.5600000000000023,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1016,2008-09-30,2008-10-01,2,0.28000000000000114,14,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2008,1017,2008-11-13,2008-11-15,3,0.5600000000000023,14,POINT (-121.85 39.8)
