Station_name,Latitude,Longitude,Year,heat_event_group,Start_date,End_date,Duration,Intensity,Frequency,geometry
ALTURAS MUNI AP,41.4836,-120.5614,2012,86,2012-01-01,2012-01-02,2,1.540000000000001,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2012,87,2012-04-20,2012-04-22,3,0.9100000000000001,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2012,88,2012-05-31,2012-06-01,2,1.2600000000000016,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2012,89,2012-06-16,2012-06-17,2,1.120000000000001,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2012,90,2012-07-07,2012-07-08,2,0.3500000000000014,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2012,91,2012-08-03,2012-08-04,2,1.1199999999999974,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2012,92,2012-11-04,2012-11-05,2,1.120000000000001,7,POINT (-120.5614 41.4836)
ARCATA EUREKA AP,40.9783,-124.1047,2012,223,2012-04-26,2012-04-27,2,1.1900000000000013,1,POINT (-124.1047 40.9783)
AUBURN MUNI AP,38.9547,-121.0819,2012,363,2012-04-07,2012-04-08,2,1.7500000000000036,7,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2012,364,2012-04-19,2012-04-22,4,0.3500000000000014,7,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2012,365,2012-05-07,2012-05-09,3,0.7000000000000028,7,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2012,366,2012-05-31,2012-06-01,2,0.7000000000000028,7,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2012,367,2012-06-15,2012-06-16,2,2.450000000000003,7,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2012,368,2012-07-07,2012-07-08,2,1.0500000000000043,7,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2012,369,2012-07-10,2012-07-11,2,1.4000000000000057,7,POINT (-121.0819 38.9547)
BEALE AFB,39.1333,-121.4333,2012,539,2012-04-19,2012-04-22,4,0.28000000000000114,5,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2012,540,2012-05-31,2012-06-01,2,0.8400000000000034,5,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2012,541,2012-06-15,2012-06-16,2,1.259999999999998,5,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2012,542,2012-07-07,2012-07-08,2,0.7000000000000028,5,POINT (-121.4333 39.1333)
