Station_name,Latitude,Longitude,Year,heat_event_group,Start_date,End_date,Duration,Intensity,Frequency,geometry
ALTURAS MUNI AP,41.4836,-120.5614,2011,74,2011-01-14,2011-01-16,3,1.0500000000000007,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2011,75,2011-01-26,2011-01-27,2,2.730000000000004,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2011,76,2011-03-30,2011-04-01,3,2.0300000000000047,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2011,77,2011-05-01,2011-05-02,2,1.4700000000000024,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2011,78,2011-05-04,2011-05-05,2,0.9800000000000004,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2011,79,2011-06-08,2011-06-10,3,0.2099999999999973,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2011,80,2011-06-12,2011-06-14,3,1.9600000000000009,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2011,81,2011-06-20,2011-06-22,3,0.14000000000000057,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2011,82,2011-07-05,2011-07-06,2,0.9099999999999966,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2011,83,2011-08-23,2011-08-24,2,0.5600000000000023,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2011,84,2011-09-22,2011-09-23,2,0.7700000000000031,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2011,85,2011-11-26,2011-11-27,2,1.2600000000000016,12,POINT (-120.5614 41.4836)
ARCATA EUREKA AP,40.9783,-124.1047,2011,221,2011-06-03,2011-06-04,2,2.3100000000000023,2,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2011,222,2011-08-31,2011-09-02,3,0.7700000000000031,2,POINT (-124.1047 40.9783)
AUBURN MUNI AP,38.9547,-121.0819,2011,354,2011-01-21,2011-01-22,2,2.450000000000003,9,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2011,355,2011-03-04,2011-03-05,2,1.4000000000000021,9,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2011,356,2011-03-29,2011-03-30,2,4.550000000000008,9,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2011,357,2011-05-01,2011-05-02,2,0.7000000000000028,9,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2011,358,2011-06-07,2011-06-09,3,2.1000000000000014,9,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2011,359,2011-06-13,2011-06-14,2,2.1000000000000014,9,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2011,360,2011-06-20,2011-06-21,2,1.4000000000000057,9,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2011,361,2011-07-04,2011-07-05,2,0.3500000000000014,9,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2011,362,2011-11-27,2011-11-28,2,0.7000000000000028,9,POINT (-121.0819 38.9547)
BEALE AFB,39.1333,-121.4333,2011,533,2011-01-13,2011-01-14,2,2.100000000000003,6,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2011,534,2011-03-29,2011-03-30,2,4.550000000000008,6,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2011,535,2011-05-01,2011-05-02,2,0.5600000000000023,6,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2011,536,2011-06-07,2011-06-09,3,2.8700000000000045,6,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2011,537,2011-06-13,2011-06-14,2,1.9600000000000009,6,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2011,538,2011-06-20,2011-06-21,2,1.8200000000000003,6,POINT (-121.4333 39.1333)
BLUE CANYON NYACK AP,39.2761,-120.7092,2011,700,2011-03-04,2011-03-05,2,0.7700000000000014,6,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2011,701,2011-03-28,2011-03-31,4,1.610000000000003,6,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2011,702,2011-05-03,2011-05-04,2,3.9200000000000053,6,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2011,703,2011-06-07,2011-06-09,3,1.8900000000000006,6,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2011,704,2011-06-20,2011-06-21,2,0.7700000000000031,6,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2011,705,2011-07-28,2011-07-29,2,0.7699999999999996,6,POINT (-120.7092 39.2761)
BODEGA 6 WSW,38.3208,-123.0747,2011,877,2011-01-22,2011-01-23,2,2.8700000000000045,8,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2011,878,2011-02-11,2011-02-12,2,1.190000000000003,8,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2011,879,2011-03-01,2011-03-04,4,1.1900000000000013,8,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2011,880,2011-03-29,2011-03-31,3,0.5600000000000005,8,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2011,881,2011-05-26,2011-05-27,2,0.5600000000000005,8,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2011,882,2011-07-09,2011-07-10,2,0.41999999999999993,8,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2011,883,2011-11-26,2011-11-27,2,0.14000000000000057,8,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2011,884,2011-12-01,2011-12-03,3,0.14000000000000057,8,POINT (-123.0747 38.3208)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2011,1044,2011-01-14,2011-01-15,2,0.28000000000000114,8,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2011,1045,2011-02-05,2011-02-06,2,0.5600000000000023,8,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2011,1046,2011-03-02,2011-03-05,4,0.8399999999999999,8,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2011,1047,2011-03-29,2011-03-31,3,1.7500000000000036,8,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2011,1048,2011-05-01,2011-05-02,2,0.9100000000000001,8,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2011,1049,2011-05-04,2011-05-05,2,1.2600000000000016,8,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2011,1050,2011-06-07,2011-06-09,3,2.8000000000000043,8,POINT (-121.85 39.8)
CHICO ARMY FLYING SCHOOL,39.8,-121.85,2011,1051,2011-06-20,2011-06-22,3,0.7000000000000028,8,POINT (-121.85 39.8)
CHINA LAKE NAF,35.6864,-117.6908,2011,1175,2011-01-13,2011-01-17,5,2.5900000000000034,8,POINT (-117.6908 35.6864)
CHINA LAKE NAF,35.6864,-117.6908,2011,1176,2011-02-04,2011-02-05,2,1.8200000000000038,8,POINT (-117.6908 35.6864)
CHINA LAKE NAF,35.6864,-117.6908,2011,1177,2011-03-30,2011-04-01,3,1.0500000000000007,8,POINT (-117.6908 35.6864)
CHINA LAKE NAF,35.6864,-117.6908,2011,1178,2011-04-16,2011-04-17,2,0.9100000000000001,8,POINT (-117.6908 35.6864)
CHINA LAKE NAF,35.6864,-117.6908,2011,1179,2011-05-05,2011-05-06,2,0.3500000000000014,8,POINT (-117.6908 35.6864)
