Station_name,Latitude,Longitude,Year,heat_event_group,Start_date,End_date,Duration,Intensity,Frequency,geometry
ALTURAS MUNI AP,41.4836,-120.5614,2003,1,2003-02-21,2003-02-22,2,0.629999999999999,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2003,2,2003-03-25,2003-03-26,2,0.14000000000000057,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2003,3,2003-05-10,2003-05-13,4,0.4200000000000017,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2003,4,2003-05-21,2003-05-23,3,1.4000000000000021,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2003,5,2003-07-17,2003-07-19,3,0.7000000000000028,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2003,6,2003-07-21,2003-07-22,2,0.7000000000000028,7,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2003,7,2003-09-22,2003-09-23,2,0.3500000000000014,7,POINT (-120.5614 41.4836)
ARCATA EUREKA AP,40.9783,-124.1047,2003,185,2003-06-22,2003-06-23,2,3.0800000000000054,2,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2003,186,2003-09-20,2003-09-21,2,1.3300000000000018,2,POINT (-124.1047 40.9783)
AUBURN MUNI AP,38.9547,-121.0819,2003,278,2003-03-08,2003-03-10,3,0.8399999999999999,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2003,279,2003-03-28,2003-03-30,3,1.4700000000000024,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2003,280,2003-05-11,2003-05-13,3,0.28000000000000114,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2003,281,2003-05-19,2003-05-21,3,0.21000000000000085,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2003,282,2003-05-27,2003-05-28,2,1.0500000000000007,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2003,283,2003-06-25,2003-06-26,2,1.2600000000000016,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2003,284,2003-08-16,2003-08-17,2,0.14000000000000057,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2003,285,2003-10-12,2003-10-13,2,0.3500000000000014,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2003,286,2003-10-20,2003-10-21,2,0.2099999999999973,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2003,287,2003-10-25,2003-10-26,2,1.0500000000000007,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2003,288,2003-11-18,2003-11-19,2,0.2099999999999973,11,POINT (-121.0819 38.9547)
BEALE AFB,39.1333,-121.4333,2003,470,2003-03-10,2003-03-11,2,0.7000000000000028,5,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2003,471,2003-03-29,2003-03-30,2,1.4700000000000024,5,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2003,472,2003-05-12,2003-05-13,2,1.4000000000000021,5,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2003,473,2003-05-20,2003-05-22,3,1.4000000000000057,5,POINT (-121.4333 39.1333)
