Station_name,Latitude,Longitude,Year,heat_event_group,Start_date,End_date,Duration,Intensity,Frequency,geometry
ALTURAS MUNI AP,41.4836,-120.5614,2013,93,2013-03-29,2013-03-30,2,2.3800000000000026,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2013,94,2013-04-25,2013-04-27,3,0.5600000000000023,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2013,95,2013-05-10,2013-05-12,3,0.3500000000000014,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2013,96,2013-06-04,2013-06-06,3,1.1899999999999977,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2013,97,2013-06-08,2013-06-09,2,1.1900000000000048,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2013,98,2013-06-27,2013-06-28,2,3.0800000000000054,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2013,99,2013-07-18,2013-07-20,3,0.4199999999999946,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2013,100,2013-08-18,2013-08-19,2,0.3500000000000014,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2013,101,2013-10-05,2013-10-06,2,1.5400000000000027,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2013,102,2013-11-10,2013-11-11,2,1.1900000000000048,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2013,103,2013-12-25,2013-12-26,2,0.7700000000000014,12,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2013,104,2013-12-31,2013-12-31,1,0.3500000000000014,12,POINT (-120.5614 41.4836)
ARCATA EUREKA AP,40.9783,-124.1047,2013,224,2013-01-02,2013-01-03,2,0.7700000000000014,8,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2013,225,2013-01-20,2013-01-21,2,5.460000000000008,8,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2013,226,2013-04-20,2013-04-23,4,3.0800000000000054,8,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2013,227,2013-06-07,2013-06-08,2,2.3800000000000026,8,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2013,228,2013-06-23,2013-06-24,2,0.3500000000000014,8,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2013,229,2013-10-04,2013-10-05,2,1.9600000000000044,8,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2013,230,2013-11-22,2013-11-23,2,0.7699999999999996,8,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2013,231,2013-12-16,2013-12-17,2,1.5400000000000027,8,POINT (-124.1047 40.9783)
AUBURN MUNI AP,38.9547,-121.0819,2013,370,2013-01-16,2013-01-18,3,0.7000000000000028,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2013,371,2013-03-12,2013-03-13,2,1.4000000000000021,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2013,372,2013-04-21,2013-04-22,2,0.7000000000000028,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2013,373,2013-05-11,2013-05-12,2,1.0500000000000007,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2013,374,2013-05-31,2013-06-01,2,1.4000000000000021,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2013,375,2013-06-07,2013-06-08,2,0.7000000000000028,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2013,376,2013-06-27,2013-06-29,3,1.0500000000000043,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2013,377,2013-08-13,2013-08-14,2,0.3500000000000014,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2013,378,2013-08-18,2013-08-19,2,0.7000000000000028,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2013,379,2013-09-08,2013-09-09,2,0.3500000000000014,11,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2013,380,2013-12-16,2013-12-17,2,1.7500000000000036,11,POINT (-121.0819 38.9547)
BEALE AFB,39.1333,-121.4333,2013,544,2013-01-16,2013-01-20,5,1.7500000000000036,8,POINT (-121.4333 39.1333)
