Station_name,Latitude,Longitude,Year,heat_event_group,Start_date,End_date,Duration,Intensity,Frequency,geometry
ALTURAS MUNI AP,41.4836,-120.5614,2005,16,2005-01-22,2005-01-24,3,0.5600000000000005,10,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2005,17,2005-02-23,2005-02-24,2,0.5600000000000005,10,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2005,18,2005-03-05,2005-03-08,4,0.7700000000000031,10,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2005,19,2005-04-05,2005-04-06,2,2.730000000000004,10,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2005,20,2005-05-25,2005-05-27,3,0.5600000000000023,10,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2005,21,2005-06-20,2005-06-21,2,0.07000000000000028,10,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2005,22,2005-07-14,2005-07-15,2,1.1200000000000045,10,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2005,23,2005-11-16,2005-11-17,2,1.2600000000000016,10,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2005,24,2005-12-19,2005-12-20,2,1.9600000000000044,10,POINT (-120.5614 41.4836)
ALTURAS MUNI AP,41.4836,-120.5614,2005,25,2005-12-23,2005-12-24,2,0.41999999999999993,10,POINT (-120.5614 41.4836)
ARCATA EUREKA AP,40.9783,-124.1047,2005,192,2005-08-29,2005-08-30,2,4.690000000000008,3,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2005,193,2005-09-23,2005-09-25,3,2.730000000000004,3,POINT (-124.1047 40.9783)
ARCATA EUREKA AP,40.9783,-124.1047,2005,194,2005-12-19,2005-12-20,2,0.4200000000000017,3,POINT (-124.1047 40.9783)
AUBURN MUNI AP,38.9547,-121.0819,2005,301,2005-01-19,2005-01-20,2,1.7500000000000036,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2005,302,2005-03-08,2005-03-10,3,4.200000000000006,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2005,303,2005-03-31,2005-04-01,2,1.4000000000000021,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2005,304,2005-05-13,2005-05-14,2,0.7000000000000028,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2005,305,2005-06-13,2005-06-14,2,0.3500000000000014,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2005,306,2005-07-12,2005-07-14,3,0.3500000000000014,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2005,307,2005-07-16,2005-07-17,2,0.21000000000000085,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2005,308,2005-08-02,2005-08-06,5,0.3500000000000014,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2005,309,2005-09-19,2005-09-20,2,1.0500000000000007,10,POINT (-121.0819 38.9547)
AUBURN MUNI AP,38.9547,-121.0819,2005,310,2005-12-19,2005-12-20,2,1.0500000000000007,10,POINT (-121.0819 38.9547)
BEALE AFB,39.1333,-121.4333,2005,480,2005-03-08,2005-03-10,3,2.8000000000000043,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2005,481,2005-04-21,2005-04-22,2,1.4000000000000021,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2005,482,2005-05-02,2005-05-03,2,0.3500000000000014,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2005,483,2005-06-13,2005-06-14,2,0.3500000000000014,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2005,484,2005-07-11,2005-07-12,2,1.4000000000000057,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2005,485,2005-09-19,2005-09-20,2,1.4000000000000057,7,POINT (-121.4333 39.1333)
BEALE AFB,39.1333,-121.4333,2005,486,2005-12-19,2005-12-20,2,1.0500000000000007,7,POINT (-121.4333 39.1333)
BLUE CANYON NYACK AP,39.2761,-120.7092,2005,646,2005-01-12,2005-01-15,4,1.9600000000000026,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2005,647,2005-01-17,2005-01-18,2,1.9600000000000044,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2005,648,2005-03-05,2005-03-08,4,1.5400000000000027,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2005,649,2005-05-12,2005-05-14,3,1.1900000000000013,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2005,650,2005-05-22,2005-05-26,5,0.41999999999999815,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2005,651,2005-06-29,2005-07-01,3,0.4200000000000017,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2005,652,2005-07-12,2005-07-13,2,1.1900000000000013,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2005,653,2005-07-15,2005-07-17,3,0.8400000000000034,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2005,654,2005-08-06,2005-08-07,2,0.3500000000000014,10,POINT (-120.7092 39.2761)
BLUE CANYON NYACK AP,39.2761,-120.7092,2005,655,2005-12-09,2005-12-10,2,1.120000000000001,10,POINT (-120.7092 39.2761)
BODEGA 6 WSW,38.3208,-123.0747,2005,825,2005-01-09,2005-01-10,2,0.21000000000000085,13,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2005,826,2005-01-18,2005-01-19,2,0.7000000000000011,13,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2005,827,2005-03-05,2005-03-11,7,0.41999999999999815,13,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2005,828,2005-03-31,2005-04-01,2,0.41999999999999815,13,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2005,829,2005-05-02,2005-05-03,2,0.14000000000000057,13,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2005,830,2005-05-12,2005-05-14,3,0.490000000000002,13,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2005,831,2005-05-21,2005-05-22,2,0.6300000000000026,13,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2005,832,2005-06-12,2005-06-13,2,1.3300000000000018,13,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2005,833,2005-06-29,2005-06-30,2,0.6999999999999993,13,POINT (-123.0747 38.3208)
BODEGA 6 WSW,38.3208,-123.0747,2005,834,2005-07-12,2005-07-14,3,0.3500000000000014,13,POINT (-123.0747 38.3208)
