Station_ID,Index,Original_Temperature,Filled_Temperature
USW00023224,4480,nan,30.0
USW00023224,5004,nan,28.0
USW00023224,6370,nan,12.5
USW00023224,6390,nan,9.0
USW00023224,6438,nan,11.5
USW00023224,6451,nan,5.5
USW00023224,6458,nan,4.5
USW00023224,6460,nan,5.0
USW00023224,6465,nan,8.0
USW00023224,6487,nan,9.0
USW00023224,6524,nan,12.0
USW00023224,6553,nan,11.0
USW00023224,7101,nan,6.5
USW00023225,9381,nan,0.0
USW00023225,9383,nan,0.0
USW00023225,9385,nan,0.0
USW00023225,9387,nan,0.0
USW00023225,9389,nan,0.0
USW00023225,9391,nan,0.0
USW00023225,9394,nan,-0.8500000000000001
USW00023225,9396,nan,-0.8500000000000001
USW00023225,9398,nan,-0.8500000000000001
USW00023225,9400,nan,-1.1
USW00023225,9402,nan,-1.4
USW00023225,9404,nan,-1.7
USW00023225,9406,nan,-1.7
USW00023225,9408,nan,-1.9500000000000002
USW00023225,9410,nan,-2.2
USW00023225,9412,nan,-3.1
USW00023225,9415,nan,-3.9
USW00023225,9417,nan,-3.5999999999999996
USW00023225,9419,nan,-3.3
USW00023225,9421,nan,-3.5999999999999996
USW00023225,9423,nan,-3.9
USW00023225,9425,nan,-4.15
USW00023225,9427,nan,-4.2
USW00023225,9431,nan,-4.2
USW00023225,9434,nan,-4.2
USW00023225,9436,nan,-4.7
USW00023225,9438,nan,-5.5
USW00023225,9545,nan,-0.8
USW00023225,9548,nan,-1.05
USW00023225,9550,nan,-1.1
USW00023225,9552,nan,-1.1
USW00023225,9554,nan,-1.1
USW00023225,9556,nan,-1.1
USW00023225,9558,nan,-1.05
USW00023225,9561,nan,-1.1
USW00023225,9563,nan,-0.8500000000000001
USW00023225,9565,nan,-0.6
USW00023225,9567,nan,-0.3
USW00023225,9569,nan,0.0
USW00023225,9572,nan,0.5
USW00023225,9604,nan,2.1
USW00023225,9713,nan,8.05
USW00023225,9996,nan,-1.35
USW00023225,9999,nan,-1.5
USW00023225,10007,nan,0.2
USW00023225,10009,nan,-0.3
USW00023225,10012,nan,0.0
USW00023225,10014,nan,-0.5
USW00023225,10017,nan,-0.3
USW00023225,10019,nan,0.0
USW00023225,10021,nan,0.0
USW00023225,10023,nan,0.0
USW00023225,10025,nan,0.0
USW00023225,10027,nan,0.0
USW00023225,10029,nan,0.0
USW00023225,10031,nan,0.0
USW00023225,10033,nan,-0.5
USW00023225,10037,nan,-0.8
USW00023225,10039,nan,-0.6
USW00023225,10041,nan,-0.6
USW00023225,10043,nan,-0.8500000000000001
USW00023225,10046,nan,-1.05
USW00023225,10049,nan,-1.05
USW00023225,10051,nan,-1.4
USW00023225,10054,nan,-2.1
USW00023225,10058,nan,-2.4
USW00023225,10099,nan,-2.1
USW00023225,10101,nan,-2.1
USW00023225,10125,nan,-1.05
USW00023225,10127,nan,-1.1
USW00023225,10129,nan,-1.1
USW00023225,10131,nan,-0.8500000000000001
USW00023225,10133,nan,-0.6
USW00023225,10135,nan,-0.6
USW00023225,10137,nan,-0.3
USW00023225,10139,nan,0.3
USW00023225,10141,nan,0.6
USW00023225,10143,nan,0.3
USW00023225,10145,nan,0.3
USW00023225,10147,nan,0.6
USW00023225,10149,nan,0.3
USW00023225,10151,nan,0.0
USW00023225,10153,nan,0.0
USW00023225,10155,nan,-0.5
USW00023225,10158,nan,-0.6
USW00023225,10164,nan,-0.8
USW00023225,10166,nan,-0.8
USW00023225,10218,nan,3.95
USW00023225,10233,nan,0.8
USW00023225,10235,nan,0.8
USW00023225,10238,nan,-0.3
USW00023225,10240,nan,-0.3
USW00023225,10242,nan,0.0
USW00023225,10244,nan,0.3
USW00023225,10246,nan,0.6
USW00023225,10248,nan,0.3
USW00023225,10250,nan,-0.5
USW00023225,10316,nan,-0.8
USW00023225,10318,nan,-0.8
USW00023225,10321,nan,-0.8
USW00023225,10324,nan,-0.6
USW00023225,10326,nan,-0.3
