Station_ID,Index,Original_Temperature,Filled_Temperature
USW00023224,1679,nan,8.5
USW00023224,1708,nan,18.5
USW00023224,3951,nan,14.5
USW00023224,5648,nan,17.5
USW00023225,9442,nan,5.0
USW00023230,11056,nan,13.05
USW00023230,11414,nan,8.05
USW00023230,11416,nan,7.5
USW00023230,11419,nan,6.4
USW00023230,11422,nan,7.25
USW00023230,11840,nan,8.600000000000001
USW00023232,14929,nan,13.600000000000001
USW00023232,14948,nan,13.350000000000001
USW00023232,14972,nan,11.95
USW00023232,17065,nan,8.05
USW00023232,17113,nan,13.600000000000001
USW00023232,17142,nan,16.950000000000003
USW00023232,17146,nan,16.4
USW00023232,17185,nan,3.95
USW00023232,18426,nan,16.4
USW00023233,19094,nan,12.25
USW00023234,24743,nan,10.6
USW00023244,36335,nan,12.0
USW00023244,38480,nan,14.0
USW00023244,38615,nan,17.0
USW00023257,47297,nan,22.75
USW00023258,49608,nan,11.3
USW00023258,51427,nan,23.9
USW00023259,54965,nan,8.600000000000001
USW00023259,55450,nan,11.649999999999999
USW00023273,56666,nan,13.95
USW00023273,56668,nan,13.9
USW00023273,57308,nan,8.6
USW00023273,58197,nan,10.3
USW00023277,66285,nan,13.6
USW00023277,69416,nan,20.6
USW00023277,69681,nan,14.15
USW00023285,71146,nan,10.25
USW00023285,73709,nan,23.35
USW00024213,79798,nan,6.95
USW00024213,79853,nan,11.95
USW00024213,79874,nan,12.5
USW00024213,79884,nan,13.05
USW00024213,79888,nan,8.9
USW00024213,79921,nan,15.55
USW00024213,79989,nan,8.35
USW00024213,80001,nan,7.75
USW00024213,80061,nan,7.25
USW00024213,80087,nan,11.399999999999999
USW00024213,80089,nan,10.0
USW00024213,80093,nan,13.1
USW00024213,80146,nan,8.05
USW00024213,80187,nan,2.75
USW00024213,80195,nan,7.2
USW00024213,80286,nan,0.8500000000000001
USW00024213,80363,nan,5.0
USW00024213,80381,nan,5.85
USW00024213,80531,nan,7.2
USW00024213,80573,nan,7.5
USW00024213,80583,nan,9.45
USW00024213,80592,nan,7.5
USW00024213,80594,nan,8.05
USW00024213,80602,nan,5.55
USW00024213,80610,nan,7.75
USW00024213,80624,nan,5.85
USW00024213,80626,nan,5.55
USW00024215,81909,nan,7.5
USW00024216,86912,nan,2.15
USW00024216,87169,nan,4.15
USW00024216,87197,nan,2.2
USW00024216,87204,nan,2.5
USW00024216,87458,nan,12.75
USW00024216,87878,nan,8.35
USW00024259,95240,nan,-6.65
USW00024286,102559,nan,10.0
USW00024286,102586,nan,13.05
USW00024286,102841,nan,11.55
USW00024286,103502,nan,8.600000000000001
USW00024286,103504,nan,8.15
USW00024286,103508,nan,6.949999999999999
USW00053119,110611,nan,23.049999999999997
USW00053144,133406,nan,30.05
USW00093107,143335,nan,15.55
USW00093107,143337,nan,15.55
USW00093107,143361,nan,18.05
USW00093107,143365,nan,17.2
USW00093107,143381,nan,15.0
USW00093107,143393,nan,16.4
USW00093107,144207,nan,10.5
USW00093107,145436,nan,18.35
USW00093110,145799,nan,16.1
USW00093110,145819,nan,10.55
USW00093111,151129,nan,14.2
USW00093116,163441,nan,11.649999999999999
USW00093117,166610,nan,11.9
USW00093117,166785,nan,11.399999999999999
USW00093117,167654,nan,12.8
USW00093117,167664,nan,13.850000000000001
USW00093121,170786,nan,10.55
USW00093121,172043,nan,23.85
USW00093121,172349,nan,16.65
USW00093134,175331,nan,9.4
USW00093144,181212,nan,13.1
USW00093201,197898,nan,-3.0
USW00093201,198344,nan,-6.5
USW00093201,198520,nan,-6.5
USW00093201,198938,nan,1.0
USW00093201,198969,nan,-7.0
USW00093201,199006,nan,-10.5
USW00093201,199047,nan,-6.5
USW00093201,199221,nan,-4.5
USW00093201,200214,nan,-2.0
USW00093203,202778,nan,3.0
USW00093203,202811,nan,4.5
USW00093203,202813,nan,6.0
USW00093203,202834,nan,2.5
USW00093203,202836,nan,4.0
USW00093203,202855,nan,4.0
USW00093203,202857,nan,5.5
USW00093203,202878,nan,1.5
USW00093203,202880,nan,3.0
USW00093203,202902,nan,6.5
USW00093203,202905,nan,6.0
USW00093203,202925,nan,-2.5
USW00093203,202927,nan,0.5
USW00093203,203353,nan,10.5
USW00093205,207113,nan,6.3500000000000005
USW00093206,214209,nan,12.4
USW00093225,232161,nan,4.7
USW00093225,232338,nan,1.4
USW00093225,232739,nan,3.45
USW00093225,233718,nan,6.4
USW00093227,239755,nan,13.600000000000001
USW00093231,248308,nan,11.5
USW00093231,248590,nan,13.0
USW00093231,249749,nan,13.0
USW00093231,250386,nan,7.5
USW00093231,250665,nan,8.5
USW00093231,251114,nan,14.0
USW00093231,251170,nan,14.5
USW00093231,251998,nan,12.5
USW00093232,252502,nan,9.0
USW00093232,253887,nan,18.0
USW00093232,254474,nan,14.5
USW00093242,258506,nan,11.100000000000001
USW00093242,261834,nan,23.35
USW00093244,263176,nan,4.5
USW00093244,264556,nan,10.5
USW00093244,264795,nan,12.5
USW00093244,265724,nan,5.5
